Time in Seconds,Congestion Window,
0.200093,536,
0.400651,1072,
0.601638,1608,
0.802626,2144,
1.0031,2680,
1.00361,3216,
1.20361,3752,
1.20456,4288,
1.2055,4824,
1.4046,5360,
1.40554,5896,
1.40649,6432,
1.40743,6968,
1.60512,7504,
1.60606,8040,
1.607,8576,
1.60795,9112,
1.60889,9648,
1.60984,10184,
1.80563,10720,
1.80657,11256,
1.80752,11792,
1.80846,12328,
1.80941,12864,
1.81035,13400,
1.81129,13936,
1.81224,14472,
1.81318,15008,
